,A,B,C,D,E,F
1412,out,other,other,other,out,out
1413,out,mainHall,diningHall,hallB,recreationArea,recreationArea
1414,out,recreationArea,out,out,out,out
1415,out,mainHall,other,other,exhibition,recreationArea
1416,out,other,other,other,out,out
1417,out,mainHall,other,other,exhibition,recreationArea
1418,out,exhibition,out,out,out,out
1419,out,out,out,hallC,recreationArea,hallC
1420,out,out,out,hallC,other,hallD
1421,out,mainHall,diningHall,out,out,out
1422,out,mainHall,other,out,out,out
1423,out,mainHall,out,out,out,out
1424,out,out,out,hallB,other,hallB
1425,out,mainHall,out,out,out,out
1426,out,mainHall,diningHall,hallB,exhibition,recreationArea
1427,out,mainHall,diningHall,hallC,recreationArea,hallD
1428,out,mainHall,other,recreationArea,exhibition,recreationArea
1429,out,out,out,out,out,out
1430,out,mainHall,out,out,out,out
1431,out,mainHall,out,out,out,out
1432,out,mainHall,diningHall,out,out,out
1433,out,out,out,hallD,other,hallD
1434,out,mainHall,out,out,out,out
1435,out,mainHall,out,out,out,out
1436,out,mainHall,diningHall,other,exhibition,hallB
1437,out,out,out,other,recreationArea,hallD
1438,out,other,other,other,out,out
1439,out,out,out,hallC,recreationArea,hallC
1440,out,mainHall,out,out,out,out
1441,out,mainHall,out,out,out,out
1442,out,out,out,hallA,recreationArea,other
1443,out,mainHall,out,out,out,out
1444,out,mainHall,out,out,out,out
1445,other,mainHall,other,out,out,out
1446,out,mainHall,other,out,out,out
1447,out,out,out,hallD,recreationArea,hallD
1448,out,other,other,other,out,out
1449,out,out,out,other,other,hallC
1450,out,other,out,out,out,out
1451,out,out,out,out,out,out
1452,out,mainHall,other,out,out,out
1453,out,mainHall,out,out,out,out
1454,out,mainHall,other,recreationArea,exhibition,recreationArea
1455,out,mainHall,diningHall,hallD,exhibition,recreationArea
1456,out,mainHall,out,out,out,out
1457,out,mainHall,out,out,out,out
1458,out,mainHall,other,out,out,out
1459,out,mainHall,diningHall,hallC,other,hallC
1460,out,mainHall,out,out,out,out
1461,out,out,out,other,recreationArea,hallA
1462,out,mainHall,other,hallD,other,hallD
1463,out,mainHall,out,out,out,out
1464,out,out,out,hallB,hallA,hallB
1465,out,out,out,hallD,other,hallD
1466,out,out,out,out,out,out
1467,out,exhibition,recreationArea,hallC,other,recreationArea
1468,out,mainHall,other,hallC,recreationArea,other
1469,out,out,out,hallD,other,hallD
1470,out,out,out,hallA,other,hallA
1471,out,mainHall,out,out,out,out
1472,out,mainHall,diningHall,hallB,other,other
1473,out,out,out,hallB,other,hallB
1474,out,other,out,out,out,out
1475,out,mainHall,out,out,out,out
1476,out,mainHall,diningHall,hallC,recreationArea,hallC
1477,out,out,out,other,recreationArea,hallD
1478,out,out,out,hallB,recreationArea,hallB
1479,out,out,out,other,recreationArea,hallD
1480,out,mainHall,out,out,out,out
1481,out,out,out,out,out,out
1482,out,mainHall,diningHall,hallD,recreationArea,other
1483,out,mainHall,other,recreationArea,other,recreationArea
1484,out,mainHall,out,out,out,out
1485,out,mainHall,out,out,out,out
1486,out,mainHall,other,out,out,out
1487,out,out,out,other,other,hallD
1488,out,mainHall,diningHall,hallC,other,other
1489,out,mainHall,other,exhibition,recreationArea,hallC
1490,out,mainHall,diningHall,other,recreationArea,hallC
1491,out,mainHall,out,out,out,out
1492,out,other,other,other,other,out
1493,out,mainHall,out,out,out,out
1494,out,mainHall,diningHall,other,exhibition,other
1495,out,mainHall,other,hallB,other,recreationArea
1496,out,mainHall,other,hallA,other,hallB
1497,out,out,out,hallC,recreationArea,hallC
1498,out,mainHall,other,hallC,other,hallA
1499,out,other,other,other,out,out
1500,out,mainHall,out,out,out,out
1501,out,out,out,out,out,out
1502,out,out,other,hallC,hallC,hallC
1503,out,other,other,other,out,out
1504,out,mainHall,diningHall,hallB,hallB,hallC
1505,out,mainHall,other,out,out,out
1506,out,mainHall,other,hallC,recreationArea,recreationArea
1507,out,mainHall,diningHall,hallB,recreationArea,other
1508,out,out,out,out,out,out
1509,out,mainHall,out,out,out,out
1510,out,mainHall,diningHall,hallC,exhibition,other
1511,out,out,out,hallC,other,hallD
1512,out,out,out,hallC,other,hallD
1513,out,mainHall,diningHall,hallB,other,recreationArea
1514,out,out,out,hallC,recreationArea,hallC
1515,out,mainHall,other,out,out,out
1516,out,out,out,hallD,recreationArea,hallD
1517,out,mainHall,other,hallD,exhibition,recreationArea
1518,out,mainHall,out,out,out,out
1519,out,mainHall,diningHall,hallC,other,other
1520,out,out,out,other,other,hallA
1521,out,out,out,other,recreationArea,hallD
1522,out,out,out,hallD,recreationArea,other
1523,out,mainHall,out,out,out,out
1524,out,mainHall,diningHall,other,other,other
1525,out,mainHall,out,out,out,out
1526,out,out,out,hallD,recreationArea,hallD
1527,out,mainHall,out,out,out,out
1528,out,out,out,out,out,out
1529,out,mainHall,out,out,out,out
1530,out,out,out,hallA,other,other
1531,out,mainHall,diningHall,hallD,other,hallD
1532,out,out,out,out,out,out
1533,out,out,out,hallD,other,hallD
1534,out,mainHall,out,out,out,out
1535,out,out,out,other,other,hallC
1536,out,mainHall,out,out,out,out
1537,out,out,exhibition,hallC,other,recreationArea
1538,out,out,out,hallD,other,other
1539,out,out,out,other,other,hallD
1540,out,mainHall,other,other,recreationArea,hallB
1541,out,mainHall,diningHall,other,recreationArea,hallD
1542,out,out,out,hallD,other,hallD
1543,out,mainHall,other,hallD,other,recreationArea
1544,out,mainHall,diningHall,hallC,other,hallC
1545,out,mainHall,other,hallD,other,other
1546,out,out,out,out,out,out
1547,out,mainHall,out,out,out,out
1548,out,mainHall,out,out,out,out
1549,out,mainHall,diningHall,other,other,hallB
1550,out,mainHall,diningHall,hallC,other,hallB
1551,out,out,out,hallC,other,hallC
1552,out,mainHall,diningHall,hallB,recreationArea,hallB
1553,out,mainHall,out,out,out,out
1554,out,other,out,out,out,out
1555,out,out,out,hallA,other,hallA
1556,out,exhibition,out,out,out,out
1557,out,out,out,out,out,out
1558,out,mainHall,out,out,out,out
1559,out,mainHall,diningHall,hallD,recreationArea,hallD
1560,out,mainHall,diningHall,other,other,hallC
1561,out,mainHall,diningHall,hallC,recreationArea,hallC
1562,out,mainHall,out,out,out,out
1563,out,other,out,out,out,out
1564,out,mainHall,other,hallA,other,hallC
1565,out,out,out,hallD,other,hallD
1566,out,out,out,hallA,other,recreationArea
1567,out,exhibition,out,out,out,out
1568,out,mainHall,out,out,out,out
1569,out,mainHall,other,out,out,out
1570,out,out,out,out,out,out
1571,out,mainHall,other,hallA,other,hallA
1572,out,out,out,hallD,other,hallD
1573,out,out,out,out,out,out
1574,out,out,out,hallA,hallA,hallA
1575,other,mainHall,diningHall,other,other,other
1576,out,out,out,out,out,out
1577,out,mainHall,out,out,out,out
1578,out,mainHall,other,hallC,recreationArea,hallC
1579,out,mainHall,out,out,out,out
1580,out,mainHall,out,out,out,out
1581,out,mainHall,out,out,out,out
1582,out,mainHall,out,out,out,out
1583,out,out,out,hallA,other,other
1584,out,mainHall,out,out,out,out
1585,out,out,out,other,other,hallA
1586,out,exhibition,out,out,out,out
1587,out,out,out,hallB,recreationArea,recreationArea
1588,out,out,out,hallC,other,hallD
1589,out,out,out,out,out,out
1590,out,mainHall,out,out,out,out
1591,out,out,out,other,other,hallD
1592,out,mainHall,out,out,out,out
1593,out,mainHall,out,out,out,out
1594,out,other,other,out,out,out
1595,out,mainHall,diningHall,hallD,recreationArea,other
1596,out,mainHall,out,out,out,out
1597,out,out,out,out,out,out
1598,out,mainHall,out,out,out,out
1599,out,out,out,hallA,other,other
1600,out,exhibition,out,out,out,out
1601,out,other,other,other,out,out
1602,out,out,out,hallD,other,hallD
1603,other,mainHall,diningHall,hallB,recreationArea,hallB
1604,out,other,other,other,out,out
1605,out,out,out,hallA,hallB,hallA
1606,out,mainHall,other,hallC,recreationArea,other
1607,out,out,out,other,recreationArea,other
1608,out,mainHall,diningHall,out,out,out
1609,out,mainHall,other,out,out,out
1610,out,mainHall,diningHall,hallD,recreationArea,recreationArea
1611,out,mainHall,out,out,out,out
1612,out,mainHall,other,out,out,out
1613,out,mainHall,other,other,recreationArea,hallD
1614,out,mainHall,diningHall,exhibition,recreationArea,recreationArea
1615,out,mainHall,out,out,out,out
1616,out,exhibition,other,out,out,out
1617,out,mainHall,diningHall,hallC,other,hallB
1618,out,mainHall,diningHall,exhibition,recreationArea,recreationArea
1619,out,mainHall,other,other,recreationArea,exhibition
1620,out,out,out,other,exhibition,hallC
1621,out,mainHall,out,out,out,out
1622,out,mainHall,out,out,out,out
1623,out,mainHall,out,out,out,out
1624,out,mainHall,diningHall,hallB,hallB,out
1625,out,mainHall,out,out,out,out
1626,out,mainHall,out,out,out,out
1627,out,mainHall,diningHall,other,recreationArea,recreationArea
1628,other,mainHall,out,out,out,out
1629,out,out,out,hallB,recreationArea,hallA
1630,out,other,other,other,other,out
1631,out,mainHall,out,out,out,out
1632,out,other,other,other,other,out
1633,out,out,out,other,recreationArea,recreationArea
1634,out,mainHall,out,out,out,out
1635,out,mainHall,out,out,out,out
1636,out,mainHall,out,out,out,out
1637,out,mainHall,diningHall,hallC,other,hallC
1638,out,out,recreationArea,hallD,recreationArea,hallD
1639,out,other,out,out,out,out
1640,out,mainHall,out,out,out,out
1641,other,mainHall,other,hallC,recreationArea,hallD
1642,out,recreationArea,other,hallC,recreationArea,recreationArea
1643,out,mainHall,out,out,out,out
1644,out,out,out,hallB,recreationArea,recreationArea
1645,out,mainHall,out,out,out,out
1646,out,mainHall,diningHall,hallB,recreationArea,other
1647,other,mainHall,out,out,out,out
1648,out,mainHall,other,other,recreationArea,other
1649,out,out,out,hallA,other,hallA
1650,out,out,out,other,recreationArea,hallD
1651,out,other,other,other,out,out
1652,out,out,out,out,out,out
1653,out,out,out,hallC,other,hallA
1654,out,out,out,other,other,other
1655,out,mainHall,other,hallC,recreationArea,other
1656,out,out,out,hallC,recreationArea,hallC
1657,out,mainHall,out,out,out,out
1658,out,mainHall,other,out,out,out
1659,other,other,other,other,other,other
1660,out,mainHall,diningHall,other,other,exhibition
1661,out,mainHall,out,out,out,out
1662,out,mainHall,diningHall,hallA,recreationArea,hallB
1663,out,out,out,hallA,other,hallA
1664,out,out,out,out,out,out
1665,out,out,out,hallB,recreationArea,hallB
1666,out,out,out,hallB,recreationArea,exhibition
1667,out,mainHall,out,out,out,out
1668,other,mainHall,diningHall,hallD,recreationArea,recreationArea
1669,out,mainHall,diningHall,other,recreationArea,hallD
1670,out,out,out,hallC,recreationArea,other
1671,out,mainHall,out,out,out,out
1672,out,mainHall,diningHall,hallC,recreationArea,hallC
1673,out,out,out,hallD,other,hallD
1674,out,mainHall,other,out,out,out
1675,out,out,out,out,out,out
1676,out,other,out,out,out,out
1677,out,mainHall,other,other,other,recreationArea
1678,out,mainHall,diningHall,hallD,recreationArea,hallD
1679,out,exhibition,diningHall,out,out,out
1680,out,mainHall,other,hallC,other,hallC
1681,out,other,other,other,out,out
1682,out,out,out,hallA,other,hallA
1683,out,mainHall,diningHall,other,other,other
1684,out,mainHall,diningHall,hallD,recreationArea,other
1685,out,mainHall,other,hallC,other,other
1686,out,mainHall,out,out,out,out
1687,out,other,out,out,out,out
1688,out,mainHall,out,out,out,out
1689,out,mainHall,out,out,out,out
1690,out,out,out,hallD,other,hallD
1691,out,out,out,hallC,recreationArea,other
1692,out,other,other,other,out,out
1693,out,mainHall,out,out,out,out
1694,out,mainHall,diningHall,hallB,recreationArea,hallA
1695,out,mainHall,out,out,out,out
1696,out,mainHall,diningHall,hallC,other,hallD
1697,out,other,other,other,other,out
1698,out,mainHall,diningHall,hallB,other,recreationArea
1699,out,out,out,hallA,recreationArea,hallA
1700,out,out,out,out,out,out
1701,out,out,out,hallC,other,recreationArea
1702,out,mainHall,diningHall,other,recreationArea,hallC
1703,out,mainHall,diningHall,hallD,exhibition,recreationArea
1704,out,out,out,hallD,recreationArea,other
1705,out,mainHall,other,hallB,recreationArea,hallB
1706,out,other,other,other,out,out
1707,out,mainHall,diningHall,hallC,recreationArea,other
1708,out,mainHall,other,exhibition,other,hallB
1709,out,out,out,other,other,other
1710,other,other,other,other,other,other
1711,out,mainHall,diningHall,recreationArea,other,hallD
1712,other,other,other,other,other,other
1713,out,mainHall,other,other,recreationArea,hallD
1714,out,out,out,hallA,other,hallA
1715,out,mainHall,out,out,out,out
1716,out,mainHall,out,out,out,out
1717,out,mainHall,other,hallD,recreationArea,hallD
1718,out,out,out,hallA,recreationArea,hallA
1719,out,out,out,other,exhibition,hallC
1720,out,out,out,hallD,other,other
1721,out,out,out,out,out,out
1722,out,mainHall,diningHall,hallC,other,hallB
1723,out,out,out,hallB,recreationArea,other
1724,out,out,out,out,out,out
1725,exhibition,exhibition,exhibition,exhibition,exhibition,exhibition
1726,out,mainHall,other,hallB,other,hallC
1727,out,out,out,hallA,other,hallC
1728,other,mainHall,out,out,out,out
1729,out,mainHall,other,hallD,recreationArea,other
1730,out,mainHall,diningHall,hallD,exhibition,hallD
1731,out,mainHall,out,out,out,out
1732,out,mainHall,other,other,other,hallC
1733,out,out,out,hallD,other,hallD
1734,out,mainHall,out,out,out,out
1735,out,mainHall,other,exhibition,recreationArea,recreationArea
1736,out,mainHall,out,out,out,out
1737,out,mainHall,out,out,out,out
1738,out,out,out,other,recreationArea,recreationArea
1739,out,out,out,hallB,recreationArea,recreationArea
1740,out,mainHall,other,out,out,out
1741,out,out,out,hallA,other,hallA
1742,out,mainHall,diningHall,hallC,other,hallC
1743,out,mainHall,other,hallD,other,other
1744,out,mainHall,diningHall,exhibition,recreationArea,hallD
1745,out,out,out,hallC,other,hallC
1746,out,out,out,hallB,recreationArea,other
1747,out,out,out,out,out,out
1748,out,mainHall,other,out,out,out
1749,out,mainHall,out,out,out,out
1750,out,mainHall,out,out,out,out
1751,out,mainHall,diningHall,other,other,other
1752,out,out,out,hallD,other,hallD
1753,out,mainHall,other,hallD,other,recreationArea
1754,out,mainHall,diningHall,exhibition,other,hallD
1755,out,out,out,out,out,out
1756,out,mainHall,other,hallC,recreationArea,hallC
1757,out,other,other,other,out,out
1758,out,mainHall,out,out,out,out
1759,out,out,out,hallC,other,hallD
1760,out,out,other,hallD,other,recreationArea
1761,out,mainHall,other,other,other,recreationArea
1762,out,mainHall,out,out,out,out
1763,out,out,out,other,other,recreationArea
1764,out,out,out,hallA,recreationArea,hallA
1765,out,mainHall,out,out,out,out
1766,out,mainHall,out,out,out,out
1767,out,mainHall,out,out,out,out
1768,out,out,out,out,out,out
1769,out,out,out,out,out,out
1770,out,mainHall,out,out,out,out
1771,out,mainHall,out,out,out,out
1772,out,mainHall,out,out,out,out
1773,out,out,out,hallD,recreationArea,hallD
1774,out,out,out,other,other,hallC
1775,out,out,out,out,out,out
1776,out,mainHall,out,out,out,out
1777,out,mainHall,other,hallC,exhibition,recreationArea
1778,out,mainHall,out,out,out,out
1779,out,mainHall,out,out,out,out
1780,out,mainHall,other,hallD,recreationArea,hallD
1781,out,mainHall,out,out,out,out
1782,out,out,out,hallB,other,hallA
1783,out,mainHall,out,out,out,out
1784,out,out,out,other,exhibition,recreationArea
1785,out,mainHall,other,out,out,out
1786,out,mainHall,out,out,out,out
1787,out,mainHall,other,recreationArea,exhibition,recreationArea
1788,out,mainHall,diningHall,hallA,other,hallB
1789,out,mainHall,other,hallB,other,hallA
1790,out,out,out,out,out,out
1791,out,mainHall,out,out,out,out
1792,out,out,out,out,out,out
1793,out,mainHall,other,hallC,other,other
1794,out,mainHall,diningHall,hallB,recreationArea,recreationArea
1795,out,mainHall,other,other,hallA,hallB
1796,out,mainHall,diningHall,hallB,other,other
1797,out,other,out,out,out,out
1798,out,out,out,hallD,other,hallD
1799,out,mainHall,out,out,out,out
1800,out,mainHall,diningHall,hallD,other,other
1801,out,out,other,other,other,other
1802,out,mainHall,out,out,out,out
1803,out,mainHall,other,other,other,hallC
1804,out,out,out,hallD,recreationArea,hallD
1805,out,mainHall,other,hallC,other,other
1806,out,mainHall,other,out,out,out
1807,out,mainHall,diningHall,hallD,other,hallD
1808,other,mainHall,recreationArea,exhibition,other,hallA
1809,out,out,out,other,other,other
1810,out,out,out,hallD,other,hallD
1811,out,mainHall,other,other,exhibition,other
1812,out,mainHall,diningHall,hallB,other,hallB
1813,out,mainHall,other,other,other,hallC
1814,out,out,out,hallD,other,hallD
1815,out,mainHall,out,out,out,out
1816,out,mainHall,out,out,out,out
1817,out,out,out,hallA,other,other
1818,out,out,out,hallC,other,hallC
1819,out,mainHall,other,out,out,out
1820,out,mainHall,diningHall,hallB,recreationArea,hallB
1821,out,out,out,hallC,other,other
1822,out,mainHall,diningHall,hallB,recreationArea,hallB
1823,out,out,out,out,out,out
1824,out,out,out,hallA,hallA,hallA
1825,out,mainHall,out,out,out,out
1826,out,out,out,hallD,other,hallD
1827,other,other,other,other,other,other
1828,out,mainHall,other,other,recreationArea,hallC
1829,out,mainHall,recreationArea,hallD,other,recreationArea
1830,out,out,out,exhibition,other,recreationArea
1831,out,other,other,other,other,out
1832,out,mainHall,diningHall,hallC,recreationArea,hallC
1833,out,other,other,other,other,out
1834,out,out,out,out,out,out
1835,out,mainHall,other,out,out,out
1836,out,out,out,other,exhibition,exhibition
1837,out,mainHall,out,out,out,out
1838,out,exhibition,out,out,out,out
1839,out,mainHall,diningHall,other,other,hallC
1840,out,out,out,hallA,other,other
1841,out,mainHall,diningHall,recreationArea,exhibition,hallC
1842,out,mainHall,out,out,out,out
1843,out,mainHall,out,out,out,out
1844,out,mainHall,out,out,out,out
1845,out,mainHall,out,out,out,out
1846,out,out,out,out,out,out
1847,out,mainHall,other,out,out,out
1848,out,mainHall,diningHall,hallC,other,recreationArea
1849,out,mainHall,out,out,out,out
1850,out,other,other,other,out,out
1851,out,exhibition,out,out,out,out
1852,out,out,out,hallA,other,hallA
1853,out,mainHall,out,out,out,out
1854,out,mainHall,diningHall,hallB,other,other
1855,out,mainHall,diningHall,hallC,other,hallC
1856,out,mainHall,diningHall,hallC,other,hallB
1857,out,mainHall,out,out,out,out
1858,out,mainHall,out,out,out,out
1859,out,out,out,other,other,other
1860,out,mainHall,other,hallB,other,recreationArea
1861,out,mainHall,other,hallA,hallA,hallA
1862,out,mainHall,other,hallD,other,recreationArea
1863,out,mainHall,diningHall,hallC,recreationArea,hallC
1864,out,out,out,hallA,other,hallB
1865,out,out,out,other,exhibition,hallD
1866,out,mainHall,other,exhibition,recreationArea,hallD
1867,out,out,out,other,exhibition,recreationArea
1868,out,out,out,hallA,hallA,hallA
1869,out,out,out,hallD,recreationArea,hallD
1870,out,mainHall,other,hallB,other,hallA
1871,out,mainHall,out,out,out,out
1872,out,mainHall,other,out,out,out
1873,out,mainHall,out,out,out,out
1874,out,mainHall,out,out,out,out
1875,out,out,out,hallA,recreationArea,recreationArea
1876,out,mainHall,out,out,out,out
1877,out,exhibition,out,out,out,out
1878,out,mainHall,recreationArea,other,other,exhibition
1879,out,mainHall,out,out,out,out
1880,out,out,out,hallC,recreationArea,hallC
1881,out,mainHall,out,out,out,out
1882,out,mainHall,diningHall,hallB,recreationArea,other
1883,out,mainHall,out,out,out,out
1884,out,mainHall,out,out,out,out
1885,out,mainHall,out,out,out,out
1886,out,out,out,hallD,other,hallD
1887,out,out,out,other,other,hallA
1888,out,other,other,other,out,out
1889,out,mainHall,out,out,out,out
1890,out,mainHall,diningHall,other,recreationArea,hallC
1891,out,out,out,hallA,other,hallA
1892,out,out,out,exhibition,recreationArea,hallA
1893,out,out,out,hallC,other,hallD
1894,out,out,out,hallC,exhibition,hallC
1895,out,mainHall,out,out,out,out
1896,out,exhibition,out,out,out,out
1897,out,mainHall,out,out,out,out
1898,other,mainHall,other,other,recreationArea,hallD
1899,out,mainHall,out,out,out,out
1900,out,mainHall,other,hallC,other,recreationArea
1901,out,mainHall,other,out,out,out
1902,out,out,out,hallD,recreationArea,hallD
1903,out,mainHall,out,out,out,out
1904,out,mainHall,other,out,out,out
1905,out,mainHall,diningHall,other,other,other
1906,out,mainHall,out,out,out,out
1907,out,mainHall,diningHall,hallB,recreationArea,hallB
1908,out,mainHall,other,hallB,recreationArea,hallB
1909,out,out,out,other,other,other
1910,out,mainHall,other,exhibition,recreationArea,other
1911,out,mainHall,out,out,out,out
1912,out,out,out,out,out,out
1913,out,out,out,hallD,other,hallD
1914,out,out,out,hallD,hallD,hallD
1915,out,mainHall,other,hallC,other,recreationArea
1916,other,other,other,other,other,other
1917,out,mainHall,out,out,out,out
1918,out,mainHall,other,out,out,out
1919,out,other,out,out,out,out
1920,out,out,out,other,recreationArea,other
1921,out,mainHall,out,out,out,out
1922,out,mainHall,diningHall,hallC,other,recreationArea
1923,out,out,out,hallD,other,hallD
1924,out,out,other,out,out,out
1925,out,mainHall,other,out,out,out
1926,out,out,out,out,out,out
1927,out,out,out,hallB,recreationArea,hallB
1928,out,out,out,hallA,other,hallA
1929,out,mainHall,out,out,out,out
1930,out,mainHall,diningHall,hallC,recreationArea,hallC
1931,out,mainHall,out,out,out,out
1932,other,other,other,other,other,other
1933,out,mainHall,other,hallB,recreationArea,hallB
1934,out,out,out,other,other,hallD
1935,out,out,out,other,recreationArea,hallD
1936,out,out,other,out,out,out
1937,out,mainHall,other,hallC,other,other
1938,out,other,out,out,out,out
1939,out,out,out,exhibition,other,hallB
1940,out,mainHall,out,out,out,out
1941,out,mainHall,diningHall,hallC,other,hallD
1942,out,mainHall,other,out,out,out
1943,out,mainHall,diningHall,hallB,other,hallB
1944,out,mainHall,other,out,out,out
1945,out,mainHall,out,out,out,out
1946,out,mainHall,diningHall,hallB,exhibition,exhibition
1947,out,mainHall,out,out,out,out
1948,out,mainHall,out,out,out,out
1949,out,out,out,out,out,out
1950,out,mainHall,diningHall,hallD,recreationArea,recreationArea
1951,out,out,out,hallB,exhibition,hallB
1952,out,mainHall,out,out,out,out
1953,out,mainHall,diningHall,hallD,exhibition,recreationArea
1954,out,out,out,other,recreationArea,other
1955,out,out,out,other,recreationArea,hallB
1956,other,mainHall,out,out,out,out
1957,out,mainHall,other,out,out,out
1958,out,mainHall,out,out,out,out
1959,out,mainHall,other,hallC,other,hallA
1960,out,mainHall,recreationArea,hallB,recreationArea,recreationArea
1961,out,mainHall,out,out,out,out
1962,out,out,out,hallA,recreationArea,hallA
1963,out,mainHall,other,other,other,hallD
1964,out,mainHall,diningHall,recreationArea,other,other
1965,out,mainHall,out,out,out,out
1966,out,mainHall,diningHall,hallC,recreationArea,hallC
1967,out,mainHall,diningHall,hallD,other,other
1968,out,mainHall,out,out,out,out
1969,out,mainHall,out,out,out,out
1970,out,other,other,other,other,out
1971,out,out,out,hallA,other,hallA
1972,out,mainHall,diningHall,other,other,hallB
1973,out,mainHall,other,out,out,out
1974,out,mainHall,recreationArea,hallC,other,other
1975,out,mainHall,recreationArea,exhibition,recreationArea,other
1976,out,mainHall,diningHall,other,hallA,recreationArea
1977,out,mainHall,out,out,out,out
1978,out,out,out,other,other,hallD
1979,out,mainHall,diningHall,hallC,other,other
1980,out,mainHall,diningHall,other,exhibition,hallD
1981,other,mainHall,out,out,out,out
1982,out,mainHall,diningHall,hallB,recreationArea,recreationArea
1983,out,other,other,other,other,other
1984,out,mainHall,other,hallC,recreationArea,hallD
1985,out,mainHall,out,out,out,out
1986,out,out,out,out,out,out
1987,out,out,out,hallA,recreationArea,hallA
1988,out,mainHall,diningHall,hallB,other,hallB
1989,out,mainHall,out,out,out,out
1990,out,mainHall,diningHall,out,out,out
1991,out,mainHall,recreationArea,hallC,other,hallC
1992,out,mainHall,diningHall,hallB,recreationArea,recreationArea
1993,out,other,other,other,other,out
1994,out,out,out,other,other,recreationArea
1995,out,out,out,hallC,recreationArea,hallD
1996,out,out,out,other,exhibition,hallB
1997,out,mainHall,other,out,out,out
1998,out,mainHall,out,out,out,out
1999,out,mainHall,diningHall,hallB,other,hallA
2000,out,mainHall,diningHall,exhibition,exhibition,exhibition
2001,out,mainHall,other,hallD,recreationArea,hallD
2002,out,mainHall,diningHall,hallD,exhibition,recreationArea
2003,out,mainHall,other,hallC,recreationArea,hallC
2004,out,mainHall,diningHall,hallC,other,other
2005,out,mainHall,out,out,out,out
2006,out,mainHall,diningHall,other,recreationArea,hallD
2007,out,mainHall,out,out,out,out
2008,out,other,other,other,out,out
2009,out,out,diningHall,hallD,recreationArea,other
2010,out,mainHall,out,out,out,out
2011,out,mainHall,out,out,out,out
2012,out,out,out,hallB,recreationArea,hallB
2013,out,mainHall,diningHall,hallA,other,hallB
2014,out,out,out,out,out,out
2015,out,mainHall,out,out,out,out
2016,out,mainHall,out,out,out,out
2017,out,out,out,out,out,out
2018,out,mainHall,other,hallC,other,hallD
2019,out,out,out,hallD,other,hallD
2020,out,mainHall,other,other,recreationArea,recreationArea
2021,out,out,out,out,out,out
2022,out,mainHall,out,out,out,out
2023,out,out,out,hallB,recreationArea,recreationArea
2024,out,out,out,other,other,hallD
2025,out,mainHall,other,hallD,recreationArea,hallD
2026,out,exhibition,out,out,out,out
2027,out,out,out,hallC,other,hallC
2028,out,out,out,hallB,recreationArea,other
2029,out,mainHall,out,out,out,out
2030,out,mainHall,out,out,out,out
2031,other,other,other,other,other,other
2032,out,mainHall,diningHall,recreationArea,other,other
2033,out,mainHall,other,hallD,exhibition,other
2034,out,mainHall,recreationArea,hallD,recreationArea,hallD
2035,out,mainHall,out,out,out,out
2036,out,mainHall,out,out,out,out
2037,out,out,out,other,recreationArea,hallD
2038,out,mainHall,other,out,out,out
2039,out,out,out,hallC,recreationArea,recreationArea
2040,out,out,out,hallD,other,hallD
2041,out,mainHall,out,out,out,out
2042,other,mainHall,diningHall,hallC,other,recreationArea
2043,out,out,out,hallD,other,hallD
2044,out,mainHall,out,out,out,out
2045,out,mainHall,diningHall,hallD,other,other
2046,out,mainHall,other,hallD,other,hallD
2047,out,mainHall,out,out,out,out
2048,out,mainHall,other,out,out,out
2049,out,mainHall,out,out,out,out
2050,out,mainHall,out,out,out,out
2051,out,other,other,out,out,out
2052,out,mainHall,diningHall,other,recreationArea,hallD
2053,out,mainHall,recreationArea,exhibition,recreationArea,recreationArea
2054,out,mainHall,diningHall,recreationArea,other,hallD
2055,out,out,out,other,other,other
2056,out,mainHall,out,out,out,out
2057,out,mainHall,other,other,other,recreationArea
2058,out,mainHall,diningHall,hallD,exhibition,recreationArea
2059,out,mainHall,diningHall,hallB,recreationArea,recreationArea
2060,out,mainHall,other,out,out,out
2061,out,mainHall,diningHall,exhibition,exhibition,other
2062,out,out,out,hallA,hallA,hallA
2063,out,mainHall,other,hallD,recreationArea,recreationArea
2064,out,out,out,out,out,out
2065,out,mainHall,out,out,out,out
2066,out,mainHall,diningHall,hallD,recreationArea,hallD
2067,out,out,out,hallD,other,other
2068,out,mainHall,diningHall,hallA,other,other
2069,out,mainHall,out,out,out,out
2070,out,mainHall,out,out,out,out
2071,out,mainHall,other,other,recreationArea,other
2072,out,out,out,out,out,out
2073,out,mainHall,other,hallB,other,hallB
2074,out,mainHall,diningHall,other,other,other
2075,out,mainHall,out,out,out,out
2076,out,mainHall,other,hallB,other,hallB
2077,out,mainHall,other,hallC,other,hallA
2078,out,mainHall,other,out,out,out
2079,out,mainHall,other,hallA,other,hallC
2080,out,out,out,out,out,out
2081,out,mainHall,other,out,out,out
2082,out,out,out,hallD,other,hallD
2083,out,exhibition,out,out,out,out
2084,out,mainHall,out,out,out,out
2085,out,mainHall,recreationArea,exhibition,recreationArea,recreationArea
2086,out,mainHall,diningHall,other,other,other
2087,out,mainHall,out,out,out,out
2088,out,out,out,hallC,other,hallC
2089,other,other,other,other,other,other
2090,other,other,other,other,other,other
2091,out,mainHall,recreationArea,exhibition,other,recreationArea
2092,out,mainHall,diningHall,other,recreationArea,recreationArea
2093,out,mainHall,out,out,out,out
2094,out,mainHall,other,other,other,other
