,A,B,C,D,E,F
1434,out,out,diningHall,hallD,other,hallD
1435,out,out,out,hallA,other,hallA
1436,out,out,out,out,out,out
1437,out,mainHall,other,other,other,hallB
1438,out,mainHall,diningHall,out,out,out
1439,out,mainHall,other,hallC,recreationArea,hallC
1440,out,mainHall,other,hallB,other,hallA
1441,out,out,out,hallB,other,hallA
1442,out,out,out,out,out,out
1443,out,mainHall,diningHall,other,recreationArea,hallA
1444,out,mainHall,other,hallB,other,hallA
1445,out,mainHall,diningHall,out,out,out
1446,out,mainHall,out,out,out,out
1447,out,mainHall,out,out,out,out
1448,out,out,out,out,out,out
1449,out,mainHall,diningHall,hallC,recreationArea,hallC
1450,out,mainHall,diningHall,other,other,hallA
1451,out,mainHall,diningHall,hallC,other,other
1452,out,out,out,out,out,out
1453,out,out,out,out,out,out
1454,out,other,other,other,out,out
1455,out,out,out,hallA,other,hallA
1456,out,out,out,out,out,out
1457,out,mainHall,other,out,out,out
1458,out,other,other,other,out,out
1459,out,other,other,other,other,other
1460,out,mainHall,other,hallA,other,hallA
1461,out,out,out,hallD,other,hallD
1462,out,mainHall,diningHall,recreationArea,exhibition,hallB
1463,out,mainHall,out,out,out,out
1464,out,mainHall,out,out,out,out
1465,out,other,other,other,out,out
1466,out,mainHall,out,out,out,out
1467,out,mainHall,diningHall,other,exhibition,hallA
1468,out,mainHall,diningHall,other,other,other
1469,out,mainHall,diningHall,hallB,recreationArea,hallB
1470,out,mainHall,other,other,other,hallA
1471,out,out,out,out,out,out
1472,out,out,out,hallC,other,hallC
1473,out,out,recreationArea,hallC,recreationArea,hallC
1474,out,mainHall,other,out,out,out
1475,out,mainHall,other,hallB,other,other
1476,out,out,out,hallB,recreationArea,other
1477,out,other,recreationArea,hallB,other,hallC
1478,out,mainHall,diningHall,out,out,out
1479,out,mainHall,diningHall,hallB,other,hallB
1480,out,out,out,out,out,out
1481,out,out,out,out,out,out
1482,out,mainHall,diningHall,hallC,other,other
1483,out,other,other,other,out,out
1484,other,other,other,other,other,other
1485,out,mainHall,out,out,out,out
1486,out,mainHall,other,other,other,other
1487,out,out,out,out,out,out
1488,out,out,out,other,other,hallD
1489,out,mainHall,diningHall,hallC,other,hallC
1490,out,mainHall,diningHall,other,recreationArea,hallC
1491,out,mainHall,recreationArea,other,recreationArea,hallA
1492,out,out,out,out,out,out
1493,out,other,other,other,other,other
1494,out,mainHall,other,other,other,hallC
1495,out,mainHall,other,hallC,recreationArea,other
1496,out,other,other,other,out,out
1497,out,other,other,other,out,out
1498,out,mainHall,diningHall,out,out,out
1499,out,mainHall,diningHall,hallD,other,hallD
1500,out,mainHall,other,recreationArea,other,hallC
1501,out,out,out,other,other,other
1502,other,other,other,other,other,other
1503,out,mainHall,diningHall,other,recreationArea,hallB
1504,out,mainHall,out,out,out,out
1505,out,mainHall,other,hallD,other,hallA
1506,out,mainHall,out,out,out,out
1507,out,mainHall,diningHall,hallD,other,other
1508,out,out,out,out,out,out
1509,out,exhibition,recreationArea,hallC,recreationArea,hallC
1510,out,mainHall,other,hallD,recreationArea,hallC
1511,out,mainHall,diningHall,hallC,other,other
1512,out,mainHall,other,out,out,out
1513,out,mainHall,out,out,out,out
1514,out,mainHall,other,hallB,exhibition,other
1515,out,out,out,out,out,out
1516,out,out,out,hallB,recreationArea,hallA
1517,out,other,other,other,out,out
1518,out,mainHall,out,out,out,out
1519,out,mainHall,other,hallD,recreationArea,hallD
1520,out,out,out,out,out,out
1521,out,out,out,out,out,out
1522,out,out,out,exhibition,exhibition,hallC
1523,out,mainHall,out,out,out,out
1524,out,mainHall,diningHall,out,out,out
1525,out,mainHall,diningHall,hallB,exhibition,hallB
1526,out,other,out,out,out,out
1527,out,out,out,exhibition,other,hallD
1528,out,out,out,out,out,out
1529,out,mainHall,diningHall,hallB,recreationArea,other
1530,out,mainHall,out,out,out,out
1531,out,mainHall,diningHall,hallB,other,hallA
1532,out,out,out,out,out,out
1533,out,out,out,hallA,other,other
1534,out,out,out,hallD,other,hallC
1535,out,mainHall,other,other,other,hallB
1536,out,mainHall,diningHall,hallD,other,hallC
1537,out,mainHall,diningHall,hallB,other,other
1538,out,mainHall,out,out,out,out
1539,out,out,out,out,out,out
1540,out,mainHall,other,other,recreationArea,hallA
1541,out,out,out,out,out,out
1542,out,mainHall,diningHall,hallB,other,other
1543,out,mainHall,recreationArea,exhibition,other,other
1544,out,out,out,out,out,out
1545,out,mainHall,other,other,exhibition,other
1546,out,mainHall,diningHall,recreationArea,other,hallC
1547,out,mainHall,diningHall,other,other,hallC
1548,out,out,out,hallB,other,hallA
1549,out,mainHall,other,out,out,out
1550,out,out,diningHall,exhibition,recreationArea,recreationArea
1551,out,mainHall,diningHall,out,out,out
1552,out,mainHall,other,hallD,recreationArea,hallD
1553,out,mainHall,other,other,recreationArea,hallC
1554,out,other,out,out,out,out
1555,out,out,out,out,out,out
1556,out,mainHall,other,hallB,other,hallB
1557,out,mainHall,out,out,out,out
1558,out,other,other,other,other,other
1559,out,out,out,out,out,out
1560,out,mainHall,out,out,out,out
1561,out,mainHall,other,hallB,recreationArea,hallC
1562,out,mainHall,other,out,out,out
1563,out,mainHall,diningHall,hallB,other,hallC
1564,out,mainHall,diningHall,out,out,out
1565,out,exhibition,exhibition,exhibition,exhibition,exhibition
1566,out,out,out,hallA,other,hallA
1567,out,mainHall,out,out,out,out
1568,out,other,out,out,out,out
1569,out,mainHall,other,other,other,hallB
1570,out,out,out,out,out,out
1571,out,out,out,other,other,hallA
1572,out,mainHall,other,hallD,other,other
1573,out,mainHall,diningHall,out,out,out
1574,out,mainHall,out,out,out,out
1575,out,out,out,hallD,recreationArea,other
1576,out,out,out,other,recreationArea,other
1577,out,mainHall,out,out,out,out
1578,out,out,out,hallA,recreationArea,recreationArea
1579,out,out,out,other,recreationArea,other
1580,out,mainHall,other,other,other,other
1581,out,mainHall,diningHall,exhibition,other,other
1582,out,mainHall,diningHall,hallA,other,hallA
1583,out,out,out,hallB,other,other
1584,out,mainHall,diningHall,other,recreationArea,other
1585,out,mainHall,diningHall,hallC,recreationArea,other
1586,out,mainHall,diningHall,hallB,exhibition,hallA
1587,out,mainHall,diningHall,hallB,other,hallC
1588,out,mainHall,other,other,recreationArea,other
1589,out,mainHall,recreationArea,exhibition,other,other
1590,out,mainHall,diningHall,other,other,hallB
1591,out,mainHall,diningHall,hallB,other,other
1592,out,mainHall,diningHall,hallD,other,hallD
1593,out,out,out,out,out,out
1594,out,mainHall,diningHall,hallB,other,other
1595,out,out,out,hallC,recreationArea,hallC
1596,out,out,out,out,out,out
1597,out,out,out,hallC,recreationArea,hallC
1598,out,other,other,other,out,out
1599,out,mainHall,other,hallD,other,other
1600,out,out,out,other,exhibition,other
1601,out,mainHall,diningHall,other,other,other
1602,out,out,out,out,out,out
1603,out,out,out,out,out,out
1604,out,out,out,out,out,out
1605,out,out,out,out,out,out
1606,out,mainHall,diningHall,out,out,out
1607,out,out,out,out,out,out
1608,out,mainHall,diningHall,hallB,hallA,hallB
1609,out,mainHall,other,out,out,out
1610,out,mainHall,diningHall,hallA,other,other
1611,out,mainHall,out,out,out,out
1612,out,mainHall,out,out,out,out
1613,out,mainHall,out,out,out,out
1614,out,mainHall,diningHall,hallB,other,hallA
1615,out,mainHall,other,hallB,other,hallA
1616,out,mainHall,diningHall,hallB,other,other
1617,out,mainHall,diningHall,exhibition,other,hallC
1618,out,out,out,out,out,out
1619,out,mainHall,other,other,other,other
1620,out,mainHall,diningHall,hallA,other,recreationArea
1621,out,out,other,hallB,hallB,hallB
1622,out,out,out,out,out,out
1623,out,mainHall,out,out,out,out
1624,out,mainHall,out,out,out,out
1625,out,out,out,out,out,out
1626,out,mainHall,diningHall,other,other,hallB
1627,out,mainHall,other,hallB,other,hallA
1628,out,mainHall,diningHall,out,out,out
1629,out,mainHall,out,out,out,out
1630,out,exhibition,out,out,out,out
1631,out,out,out,out,out,out
1632,out,mainHall,out,out,out,out
1633,out,mainHall,diningHall,hallC,recreationArea,other
1634,out,out,out,hallB,other,hallA
1635,out,mainHall,recreationArea,hallB,other,hallA
1636,out,out,out,out,out,out
1637,out,mainHall,other,other,recreationArea,other
1638,out,mainHall,other,other,other,hallA
1639,out,other,other,other,out,out
1640,out,mainHall,recreationArea,hallA,recreationArea,hallA
1641,out,out,out,other,hallA,other
1642,out,mainHall,other,hallC,recreationArea,other
1643,out,mainHall,diningHall,out,out,out
1644,out,out,out,out,out,out
1645,out,mainHall,diningHall,other,other,hallA
1646,out,mainHall,diningHall,other,exhibition,other
1647,out,out,out,out,out,out
1648,out,out,out,hallA,other,hallA
1649,out,mainHall,out,out,out,out
1650,out,mainHall,other,hallC,recreationArea,other
1651,out,out,out,out,out,out
1652,out,out,out,out,out,out
1653,out,mainHall,out,out,out,out
1654,out,mainHall,diningHall,out,out,out
1655,out,mainHall,diningHall,other,other,other
1656,out,mainHall,other,out,out,out
1657,out,out,out,hallD,recreationArea,other
1658,out,other,other,other,out,out
1659,out,out,out,hallD,other,other
1660,out,mainHall,out,out,out,out
1661,out,other,other,other,out,out
1662,out,out,out,other,recreationArea,other
1663,out,out,diningHall,out,out,out
1664,out,out,out,out,out,out
1665,out,mainHall,diningHall,hallA,recreationArea,hallA
1666,out,mainHall,diningHall,out,out,out
1667,out,mainHall,other,hallB,other,other
1668,out,mainHall,diningHall,hallC,recreationArea,other
1669,out,out,out,exhibition,recreationArea,other
1670,out,mainHall,diningHall,exhibition,other,hallC
1671,out,mainHall,other,hallB,recreationArea,other
1672,out,out,out,out,out,out
1673,out,out,out,exhibition,other,other
1674,out,out,out,other,other,other
1675,out,out,out,hallD,other,hallD
1676,out,mainHall,other,other,hallA,hallB
1677,out,mainHall,diningHall,exhibition,recreationArea,other
1678,out,out,out,out,out,out
1679,out,out,out,hallB,recreationArea,hallC
1680,out,mainHall,other,other,recreationArea,other
1681,out,mainHall,diningHall,hallB,other,hallB
1682,out,mainHall,diningHall,other,other,hallC
1683,out,mainHall,diningHall,hallD,other,other
1684,out,mainHall,diningHall,out,out,out
1685,out,out,out,out,out,out
1686,out,mainHall,diningHall,other,recreationArea,other
1687,out,out,out,hallA,recreationArea,hallA
1688,out,other,other,other,out,out
1689,out,out,out,other,other,other
1690,out,out,out,out,out,out
1691,out,out,out,out,out,out
1692,out,out,out,out,out,out
1693,out,out,out,out,out,out
1694,out,out,out,other,other,hallA
1695,out,mainHall,out,out,out,out
1696,out,other,out,out,out,out
1697,out,out,out,out,out,out
1698,out,other,other,other,out,out
1699,out,mainHall,other,out,out,out
1700,out,other,other,other,out,out
1701,out,mainHall,other,hallB,recreationArea,other
1702,out,mainHall,other,hallB,exhibition,other
1703,out,out,out,hallB,other,exhibition
1704,out,out,out,out,out,out
1705,out,out,out,hallB,hallA,hallA
1706,out,out,out,out,out,out
1707,out,mainHall,recreationArea,hallB,other,other
1708,out,mainHall,diningHall,out,out,out
1709,out,out,out,hallB,recreationArea,hallA
1710,out,out,out,out,out,out
1711,out,out,diningHall,exhibition,other,other
1712,out,out,out,out,out,out
1713,out,exhibition,out,out,out,out
1714,out,mainHall,recreationArea,hallB,recreationArea,hallA
1715,out,out,out,out,out,out
1716,out,mainHall,out,out,out,out
1717,out,out,out,out,out,out
1718,out,mainHall,out,out,out,out
1719,out,mainHall,out,out,out,out
1720,out,out,out,hallB,other,hallA
1721,out,mainHall,diningHall,exhibition,other,hallC
1722,out,mainHall,other,hallD,recreationArea,hallD
1723,out,other,out,out,out,out
1724,out,mainHall,other,exhibition,recreationArea,other
1725,out,mainHall,diningHall,hallC,recreationArea,other
1726,out,out,out,other,hallA,hallA
1727,out,out,out,out,out,out
1728,out,out,out,hallA,recreationArea,hallA
1729,out,mainHall,other,hallB,recreationArea,hallB
1730,out,mainHall,diningHall,hallB,exhibition,other
1731,out,mainHall,other,hallB,other,hallB
1732,out,mainHall,out,out,out,out
1733,out,mainHall,diningHall,hallB,other,hallA
1734,out,mainHall,recreationArea,other,recreationArea,hallA
1735,out,out,out,other,recreationArea,other
1736,out,out,out,hallD,recreationArea,hallC
1737,out,other,out,out,out,out
1738,out,out,out,out,out,out
1739,out,out,out,hallD,other,hallC
1740,out,out,out,out,out,out
1741,out,mainHall,other,other,other,other
1742,out,out,out,hallD,recreationArea,other
1743,out,out,out,out,out,out
1744,out,mainHall,diningHall,other,recreationArea,hallC
1745,out,out,out,out,out,out
1746,out,out,out,hallB,recreationArea,hallA
1747,out,mainHall,other,hallB,other,other
1748,out,out,out,out,out,out
1749,out,other,other,other,out,out
1750,out,out,out,hallD,other,hallD
1751,out,mainHall,other,hallA,other,hallA
1752,out,mainHall,diningHall,out,out,out
1753,out,mainHall,out,out,out,out
1754,out,mainHall,other,other,other,other
1755,out,out,out,hallD,other,hallD
1756,out,mainHall,diningHall,out,out,out
1757,out,mainHall,diningHall,hallC,other,other
1758,out,mainHall,other,out,out,out
1759,out,out,out,out,out,out
1760,out,out,out,hallD,other,other
1761,out,mainHall,out,out,out,out
1762,out,mainHall,recreationArea,hallB,recreationArea,other
1763,out,exhibition,exhibition,exhibition,exhibition,exhibition
1764,out,out,out,hallB,hallA,other
1765,out,out,out,hallD,other,hallC
1766,out,mainHall,out,out,out,out
1767,out,mainHall,diningHall,hallB,recreationArea,hallC
1768,out,out,out,hallB,other,hallA
1769,out,mainHall,out,out,out,out
1770,out,mainHall,diningHall,out,out,out
1771,out,out,out,out,out,out
1772,out,out,out,out,out,out
1773,out,out,out,out,out,out
1774,out,out,out,other,hallA,other
1775,out,exhibition,out,out,out,out
1776,out,out,out,out,out,out
1777,out,mainHall,diningHall,hallB,recreationArea,hallB
1778,out,mainHall,other,hallB,other,hallA
1779,out,mainHall,other,hallD,recreationArea,hallD
1780,out,out,out,out,out,out
1781,out,out,out,hallB,exhibition,other
1782,out,mainHall,other,other,recreationArea,other
1783,out,mainHall,recreationArea,other,other,other
1784,out,mainHall,out,out,out,out
1785,out,mainHall,recreationArea,exhibition,other,recreationArea
1786,out,mainHall,diningHall,exhibition,exhibition,exhibition
1787,out,mainHall,diningHall,hallC,recreationArea,other
1788,out,mainHall,other,hallB,exhibition,hallB
1789,out,mainHall,other,other,recreationArea,other
1790,out,mainHall,other,hallB,recreationArea,hallC
1791,out,mainHall,other,hallD,recreationArea,other
1792,out,mainHall,other,other,other,other
1793,out,out,out,hallB,hallA,hallB
1794,out,mainHall,diningHall,hallD,other,other
1795,out,mainHall,other,exhibition,other,hallB
1796,out,mainHall,diningHall,out,out,out
1797,out,out,out,out,out,out
1798,out,mainHall,other,exhibition,recreationArea,other
1799,out,out,out,out,out,out
1800,out,out,out,other,recreationArea,hallA
1801,out,out,out,out,out,out
1802,out,mainHall,other,out,out,out
1803,out,other,out,out,out,out
1804,out,out,out,out,out,out
1805,out,mainHall,out,out,out,out
1806,out,other,out,out,out,out
1807,other,other,other,other,other,other
1808,out,out,out,hallA,other,hallA
1809,out,other,other,other,out,out
1810,out,mainHall,out,out,out,out
1811,out,mainHall,other,hallD,other,hallD
1812,out,mainHall,diningHall,hallB,hallA,hallA
1813,out,mainHall,out,out,out,out
1814,out,mainHall,out,out,out,out
1815,out,other,other,other,out,out
1816,out,mainHall,other,hallB,recreationArea,other
1817,out,mainHall,diningHall,hallC,other,hallC
1818,out,out,out,out,out,out
1819,out,out,out,out,out,out
1820,out,mainHall,other,hallC,other,hallC
1821,out,out,out,hallD,recreationArea,hallD
1822,out,out,out,out,out,out
1823,out,out,out,other,other,hallD
1824,out,mainHall,other,hallB,recreationArea,hallA
1825,out,mainHall,out,out,out,out
1826,out,mainHall,other,other,other,hallB
1827,out,out,out,hallD,other,other
1828,out,other,out,out,out,out
1829,out,other,out,out,out,out
1830,out,mainHall,diningHall,hallC,other,other
1831,out,mainHall,out,out,out,out
1832,out,out,out,hallC,recreationArea,other
1833,out,mainHall,out,out,out,out
1834,out,mainHall,diningHall,other,other,other
1835,out,mainHall,diningHall,hallC,other,other
1836,out,mainHall,other,other,other,other
1837,out,mainHall,other,hallC,recreationArea,other
1838,out,mainHall,out,out,out,out
1839,out,out,out,hallB,recreationArea,hallA
1840,out,mainHall,other,other,other,hallD
1841,out,mainHall,other,hallB,other,hallC
1842,out,mainHall,other,out,out,out
1843,out,out,out,hallC,recreationArea,hallC
1844,out,other,other,other,out,out
1845,out,out,out,hallA,other,other
1846,out,mainHall,diningHall,hallB,recreationArea,hallC
1847,out,exhibition,other,hallB,hallA,hallA
1848,out,mainHall,recreationArea,hallB,other,hallA
1849,out,out,out,out,out,out
1850,out,out,out,out,out,out
1851,out,mainHall,other,other,recreationArea,other
1852,out,out,out,out,out,out
1853,out,out,out,other,hallA,other
1854,out,mainHall,out,out,out,out
1855,out,mainHall,other,other,exhibition,other
1856,out,mainHall,out,out,out,out
1857,out,out,out,out,out,out
1858,out,out,out,out,out,out
1859,out,out,out,other,other,hallD
1860,out,mainHall,diningHall,hallD,other,hallD
1861,out,mainHall,other,hallB,other,hallA
1862,out,mainHall,out,out,out,out
1863,out,mainHall,out,out,out,out
1864,out,mainHall,diningHall,other,other,hallA
1865,out,mainHall,diningHall,hallC,other,hallC
1866,out,mainHall,other,hallD,recreationArea,hallD
1867,out,mainHall,other,hallB,recreationArea,hallB
1868,out,mainHall,other,hallB,recreationArea,hallC
1869,out,mainHall,other,other,hallA,other
1870,out,mainHall,diningHall,hallB,recreationArea,other
1871,out,mainHall,out,out,out,out
1872,out,mainHall,diningHall,hallC,recreationArea,other
1873,out,out,out,out,out,out
1874,out,out,out,out,out,out
1875,out,out,out,out,out,out
1876,out,mainHall,other,hallD,recreationArea,hallD
1877,out,mainHall,other,other,other,other
1878,out,mainHall,other,out,out,out
1879,out,out,out,other,hallA,other
1880,out,out,out,out,out,out
1881,out,out,out,out,out,out
1882,out,mainHall,diningHall,hallB,exhibition,other
1883,out,mainHall,diningHall,out,out,out
1884,out,mainHall,other,other,other,other
1885,out,out,out,out,out,out
1886,out,mainHall,out,out,out,out
1887,out,mainHall,diningHall,hallB,recreationArea,other
1888,out,exhibition,out,out,out,out
1889,out,out,out,out,out,out
1890,out,out,out,out,out,out
1891,out,out,out,out,out,out
1892,out,out,out,other,other,hallA
1893,out,out,out,out,out,out
1894,out,out,out,out,out,out
1895,out,mainHall,recreationArea,exhibition,other,recreationArea
1896,out,mainHall,diningHall,exhibition,exhibition,hallB
1897,out,mainHall,diningHall,out,out,out
1898,out,mainHall,diningHall,hallB,recreationArea,other
1899,out,mainHall,out,out,out,out
1900,out,mainHall,out,out,out,out
1901,out,out,out,out,out,out
1902,out,mainHall,other,recreationArea,recreationArea,other
1903,out,exhibition,out,out,out,out
1904,out,mainHall,diningHall,recreationArea,other,other
1905,out,out,out,hallD,other,hallC
1906,out,mainHall,diningHall,other,other,other
1907,out,mainHall,out,out,out,out
1908,out,mainHall,out,out,out,out
1909,out,out,out,out,out,out
1910,out,mainHall,diningHall,hallB,recreationArea,other
1911,out,other,other,other,out,out
1912,out,out,out,out,out,out
1913,out,mainHall,other,hallB,recreationArea,hallC
1914,out,mainHall,other,other,other,hallA
1915,out,out,out,out,out,out
1916,out,mainHall,other,out,out,out
1917,out,out,out,out,out,out
1918,out,mainHall,diningHall,other,recreationArea,hallC
1919,out,out,out,out,out,out
1920,out,mainHall,out,out,out,out
1921,out,other,other,other,out,out
1922,out,mainHall,out,out,out,out
1923,out,mainHall,other,other,exhibition,hallD
1924,out,out,other,hallC,hallC,hallC
1925,out,other,other,other,out,out
1926,out,mainHall,other,hallB,other,other
1927,out,mainHall,other,other,other,hallC
1928,out,mainHall,diningHall,hallC,other,hallC
1929,out,mainHall,diningHall,hallB,recreationArea,hallB
1930,out,out,out,hallA,other,hallA
1931,out,mainHall,other,hallB,exhibition,recreationArea
1932,out,mainHall,other,hallD,other,other
1933,out,out,out,out,out,out
1934,out,out,out,other,recreationArea,hallA
1935,out,mainHall,other,out,out,out
1936,out,out,out,exhibition,other,other
1937,out,other,other,other,out,out
1938,out,out,other,out,out,out
1939,out,out,out,out,out,out
1940,out,out,out,other,recreationArea,recreationArea
1941,out,mainHall,other,other,other,other
1942,out,mainHall,diningHall,hallC,other,other
1943,out,out,out,out,out,out
1944,out,out,out,hallB,other,hallA
1945,out,mainHall,diningHall,hallA,other,other
1946,out,mainHall,other,other,recreationArea,other
1947,out,out,out,out,out,out
1948,out,out,out,hallD,recreationArea,other
1949,out,out,out,hallC,exhibition,other
1950,out,out,recreationArea,hallC,other,other
1951,out,mainHall,diningHall,exhibition,other,other
1952,out,mainHall,diningHall,other,other,other
1953,out,mainHall,out,out,out,out
1954,out,mainHall,other,hallC,other,hallC
1955,out,out,out,hallB,other,hallA
1956,out,out,out,other,recreationArea,other
1957,out,mainHall,diningHall,exhibition,recreationArea,other
1958,out,out,exhibition,exhibition,recreationArea,hallC
1959,out,out,out,hallB,recreationArea,other
1960,out,mainHall,diningHall,exhibition,other,hallC
1961,out,mainHall,diningHall,hallD,other,hallC
1962,out,mainHall,diningHall,other,other,recreationArea
1963,out,out,out,out,out,out
1964,out,out,out,other,other,hallD
1965,out,mainHall,other,other,other,hallA
1966,out,mainHall,other,hallB,recreationArea,hallB
1967,out,out,out,out,out,out
1968,out,out,out,out,out,out
1969,out,mainHall,other,hallB,recreationArea,hallA
1970,out,out,out,hallA,other,hallA
1971,out,out,out,out,out,out
1972,out,mainHall,diningHall,hallB,other,hallA
1973,out,out,out,exhibition,other,other
1974,out,out,out,other,recreationArea,other
1975,out,mainHall,out,out,out,out
1976,out,mainHall,diningHall,hallB,recreationArea,hallC
1977,out,out,out,out,out,out
1978,out,mainHall,diningHall,other,recreationArea,other
1979,out,out,out,out,out,out
1980,out,mainHall,diningHall,out,out,out
1981,out,mainHall,other,hallB,other,other
1982,out,mainHall,diningHall,out,out,out
1983,out,mainHall,diningHall,out,out,out
1984,out,mainHall,diningHall,hallB,hallA,hallC
1985,out,out,out,out,out,out
1986,out,mainHall,other,hallB,other,other
1987,out,out,out,out,out,out
1988,out,out,out,out,out,out
1989,out,other,other,other,other,other
1990,out,out,out,hallB,other,hallB
1991,out,mainHall,out,out,out,out
1992,out,mainHall,other,other,recreationArea,other
1993,out,out,out,hallB,other,other
1994,out,mainHall,diningHall,hallD,other,hallC
1995,out,mainHall,diningHall,hallB,other,other
1996,out,out,out,out,out,out
1997,out,mainHall,recreationArea,other,other,hallA
1998,out,mainHall,diningHall,other,other,other
1999,out,out,out,out,out,out
2000,out,mainHall,out,out,out,out
2001,out,mainHall,diningHall,other,other,other
2002,out,out,out,hallA,other,other
2003,out,out,out,out,out,out
2004,out,out,out,out,out,out
2005,out,mainHall,other,other,recreationArea,hallD
2006,out,mainHall,out,out,out,out
2007,out,mainHall,other,out,out,out
2008,out,out,out,out,out,out
2009,out,out,out,out,out,out
2010,out,out,out,out,out,out
2011,out,out,out,other,other,other
2012,out,mainHall,other,other,other,hallC
2013,out,mainHall,diningHall,hallC,recreationArea,other
2014,out,out,out,out,out,out
2015,out,out,exhibition,hallB,recreationArea,other
2016,out,mainHall,out,out,out,out
2017,out,mainHall,diningHall,hallC,other,hallC
2018,out,out,out,exhibition,recreationArea,other
2019,out,mainHall,out,out,out,out
2020,out,mainHall,diningHall,hallB,other,recreationArea
2021,out,mainHall,other,hallB,recreationArea,hallA
2022,out,out,out,out,out,out
2023,out,out,out,other,other,hallC
2024,out,out,out,other,other,hallA
2025,out,mainHall,diningHall,hallB,other,other
2026,out,out,out,hallD,recreationArea,hallD
2027,out,out,out,hallD,other,hallD
2028,out,out,out,other,recreationArea,hallD
2029,out,mainHall,other,other,other,hallC
2030,out,out,out,hallB,other,hallA
2031,out,mainHall,diningHall,out,out,out
2032,out,mainHall,out,out,out,out
2033,out,out,out,hallC,other,other
2034,out,mainHall,other,hallC,recreationArea,hallC
2035,out,mainHall,diningHall,hallD,recreationArea,hallD
2036,out,mainHall,diningHall,hallB,recreationArea,hallA
2037,out,mainHall,out,out,out,out
2038,out,mainHall,diningHall,out,out,out
2039,out,mainHall,out,out,out,out
2040,out,mainHall,diningHall,other,other,hallA
2041,out,mainHall,diningHall,hallD,other,hallD
2042,out,out,out,out,out,out
2043,out,out,out,hallB,recreationArea,hallA
2044,out,mainHall,other,exhibition,recreationArea,other
2045,out,other,other,other,out,out
2046,out,out,out,hallA,other,hallA
2047,out,mainHall,recreationArea,other,exhibition,hallA
2048,out,other,other,other,out,out
2049,out,mainHall,diningHall,other,hallA,hallA
2050,out,mainHall,diningHall,out,out,out
2051,out,mainHall,diningHall,hallC,recreationArea,other
2052,out,out,out,out,out,out
2053,out,mainHall,out,out,out,out
2054,out,mainHall,diningHall,out,out,out
2055,out,mainHall,out,out,out,out
2056,out,mainHall,out,out,out,out
2057,out,mainHall,diningHall,hallB,other,other
2058,out,out,out,hallD,other,hallD
2059,out,mainHall,diningHall,exhibition,other,other
2060,out,mainHall,other,hallC,exhibition,hallC
2061,out,out,out,out,out,out
2062,out,mainHall,other,hallB,recreationArea,hallB
2063,out,mainHall,other,other,other,hallB
2064,out,mainHall,other,hallC,recreationArea,other
2065,out,mainHall,other,exhibition,other,other
2066,out,out,out,out,out,out
2067,out,mainHall,out,out,out,out
2068,out,out,out,hallB,other,hallB
2069,out,mainHall,other,out,out,out
2070,out,mainHall,diningHall,out,out,out
2071,out,mainHall,other,hallB,other,hallB
2072,out,mainHall,other,hallD,other,hallD
2073,out,mainHall,diningHall,other,other,hallC
2074,out,mainHall,diningHall,other,other,other
2075,out,mainHall,diningHall,hallB,hallA,hallB
2076,out,exhibition,out,out,out,out
2077,out,out,out,hallB,other,hallB
2078,out,mainHall,out,out,out,out
2079,out,mainHall,diningHall,out,out,out
2080,out,mainHall,out,out,out,out
2081,out,out,out,out,out,out
2082,out,out,out,out,out,out
2083,out,out,out,out,out,out
2084,out,other,other,other,other,out
2085,out,mainHall,other,other,exhibition,hallC
2086,out,other,other,other,other,out
2087,out,mainHall,out,out,out,out
2088,out,mainHall,diningHall,other,other,hallC
2089,out,mainHall,diningHall,hallB,recreationArea,hallB
2090,out,mainHall,other,other,other,other
2091,out,out,out,out,out,out
2092,out,mainHall,other,hallD,recreationArea,hallD
2093,out,mainHall,other,other,other,other
2094,out,out,out,hallB,recreationArea,hallB
2095,out,mainHall,diningHall,out,out,out
2096,out,out,out,out,out,out
2097,out,mainHall,diningHall,hallC,recreationArea,other
2098,out,mainHall,other,out,out,out
2099,out,out,out,hallB,other,hallA
2100,out,mainHall,recreationArea,hallC,recreationArea,other
2101,out,out,diningHall,exhibition,other,other
2102,out,mainHall,out,out,out,out
2103,out,mainHall,diningHall,hallB,recreationArea,other
2104,out,mainHall,out,out,out,out
2105,out,out,out,hallB,other,hallA
2106,out,out,out,out,out,out
2107,out,other,other,other,out,out
2108,out,mainHall,out,out,out,out
2109,out,out,out,hallB,recreationArea,other
2110,out,mainHall,out,out,out,out
2111,out,mainHall,diningHall,other,other,hallA
2112,out,mainHall,diningHall,hallD,other,hallD
2113,out,out,out,out,out,out
2114,out,mainHall,exhibition,other,other,hallA
2115,out,mainHall,out,out,out,out
2116,out,out,out,out,out,out
2117,out,out,out,out,out,out
2118,out,out,out,exhibition,other,recreationArea
2119,out,out,out,out,out,out
2120,out,mainHall,diningHall,other,other,hallB
2121,out,out,out,out,out,out
2122,out,out,out,out,out,out
2123,out,mainHall,diningHall,recreationArea,exhibition,hallB
2124,out,out,out,out,out,out
2125,out,mainHall,diningHall,hallB,recreationArea,hallB
2126,out,mainHall,diningHall,other,recreationArea,other
2127,out,out,out,out,out,out
2128,out,mainHall,diningHall,other,exhibition,recreationArea
2129,out,out,out,out,out,out
2130,out,mainHall,diningHall,hallB,recreationArea,other
2131,out,out,out,out,out,out
2132,out,mainHall,other,hallD,recreationArea,hallD
